depmap_id	cell_line_name	stripped_cell_line_name	cell_line	aliases	cosmic_id	sex	source	RRID	WTSI_master_cell_ID	sample_collection_site	primary_or_metastasis	primary_disease	subtype_disease	age	sanger_id	additional_info	lineage	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype	default_growth_pattern	model_manipulation	model_manipulation_details	patient_id	parent_depmap_id	Cellosaurus_NCIt_disease	Cellosaurus_NCIt_id	Cellosaurus_issues
ACH-000612	NA	HUT102	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	CVCL_3526	NA	lymph_node	NA	Lymphoma	T-cell	28	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	2D: suspension	NA	NA	PT-DxsAw3	NA	Mycosis fungoides	C3246	NA
ACH-000629	NA	IOMMLEE	IOMMLEE_CENTRAL_NERVOUS_SYSTEM	IOMM-LEE	NA	Male	Academic lab	CVCL_5779	NA	central_nervous_system	NA	Brain Cancer	Meningioma	61	NA	NA	central_nervous_system	meningioma	NA	NA	NA	NA	NA	PT-Aw6i69	NA	Intracranial meningioma	C4656	NA
ACH-000634	LN-340	LN340	LN340_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Academic lab	CVCL_3955	NA	central_nervous_system	NA	Brain Cancer	Glioblastoma	57	NA	NA	central_nervous_system	glioma	glioblastoma	NA	NA	NA	NA	PT-FYoibe	NA	Glioblastoma	C3058	NA
ACH-000635	SNU-119	SNU119	SNU119_OVARY	NA	NA	Female	KCLB	CVCL_5014	NA	ascites	Metastasis	Ovarian Cancer	Cystadenocarcinoma, high grade serous	50	NA	NA	ovary	ovary_adenocarcinoma	high_grade_serous	NA	NA	NA	NA	PT-vHYCC2	NA	High grade ovarian serous adenocarcinoma	C105555	NA
ACH-000642	HMEL	HMEL	HMEL_BREAST	NA	NA	Female	Academic lab	CVCL_IZ34	NA	breast	NA	Non-Cancerous	NA	NA	NA	NA	breast	NA	NA	NA	NA	immortalized	NA	PT-FzOtZ1	NA	NA	NA	NA
ACH-000645	JL-1	JL1	JL1_PLEURA	NA	NA	Male	DSMZ	CVCL_2080	NA	pleura	Primary	Lung Cancer	Mesothelioma	54	NA	NA	lung	mesothelioma	NA	NA	NA	NA	NA	PT-igc1W1	NA	Pleural epithelioid mesothelioma	C45662	NA
ACH-000685	L3.3	L33	L33_PANCREAS	NA	NA	Female	Academic lab	CVCL_8147	NA	lymph_node	Metastasis	Pancreatic Cancer	Ductal Adenosquamous Carcinoma	77	NA	NA	pancreas	exocrine	exocrine_adenosquamous	NA	2D: adherent	NA	NA	PT-rSVcxp	NA	Pancreatic adenosquamous carcinoma	C5721	NA
ACH-000709	KMRC-2	KMRC2	KMRC2_KIDNEY	NA	NA	Male	HSRRB	CVCL_2984	NA	kidney	Primary	Kidney Cancer	Renal Carcinoma, clear cell	Adult	NA	NA	kidney	renal_cell_carcinoma	clear_cell	NA	NA	NA	NA	PT-TF1Jzt	NA	Clear cell renal cell carcinoma	C4033	NA
ACH-000710	NCI-H854	NCIH854	NCIH854_LUNG	NA	NA	Male	KCLB	CVCL_A584	NA	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	75	NA	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: suspension	NA	NA	PT-brxGNT	NA	Colon adenocarcinoma	C4349	Indicated as originating from colon in PubMed=8806092 and in ATCC, from lung in PubMed=11030152 and CCLE
ACH-000723	YD-10B	YD10B	YD10B_UPPER_AERODIGESTIVE_TRACT	NA	NA	Male	KCLB	CVCL_8929	NA	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma, tongue	67	NA	NA	upper_aerodigestive	upper_aerodigestive_squamous	tongue	NA	NA	NA	NA	PT-eFL4J2	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-000726	TE-14	TE14	TE14_OESOPHAGUS	NA	NA	Male	RIKEN	CVCL_3336	NA	oesophagus	NA	Esophageal Cancer	Squamous Cell Carcinoma	57	NA	NA	esophagus	esophagus_squamous	NA	NA	NA	NA	NA	PT-t6LEYh	NA	Esophageal squamous cell carcinoma	C4024	NA
ACH-000728	KASUMI-2	KASUMI2	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	CVCL_0590	NA	bone_marrow	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL), B-cell	15	NA	NA	blood	ALL	b_cell	NA	2D: suspension	NA	NA	PT-pKQIGg	NA	Childhood B acute lymphoblastic leukemia	C9140	NA
ACH-000737	NCI-H1385	NCIH1385	NCIH1385_LUNG	NA	NA	Female	ATCC	CVCL_1466	NA	lymph_node	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	49	NA	NA	lung	NSCLC	NSCLC_squamous	NA	2D: mixed adherent and suspension	NA	NA	PT-VZM6YM	NA	Lung squamous cell carcinoma	C3493	NA
ACH-000741	U-BLC1	UBLC1	UBLC1_URINARY_TRACT	NA	NA	Female	ECACC	CVCL_2738	NA	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	84	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA	2D: adherent	NA	NA	PT-iooYtf	NA	Bladder carcinoma	C4912	NA
ACH-000761	NUGC-2	NUGC2	NUGC2_STOMACH	NA	NA	Female	HSRRB	CVCL_1611	NA	lymph_node	Metastasis	Gastric Cancer	Adenocarcinoma	56	NA	NA	gastric	gastric_adenocarcinoma	NA	NA	NA	NA	NA	PT-TR7wlO	NA	Gastric adenocarcinoma	C4004	NA
ACH-000797	HLF-a	HLFA	HLFA_FIBROBLAST	NA	NA	Female	ATCC	CVCL_2255	NA	fibroblast	Primary	Non-Cancerous	Lung	54	NA	NA	fibroblast	fibroblast_lung	NA	NA	2D: adherent	NA	NA	PT-iFasxu	NA	Lung squamous cell carcinoma	C3493	NA
ACH-000801	Hs 936.T	HS936T	HS936T_SKIN	NA	NA	Male	ATCC	CVCL_1033	NA	skin	NA	Skin Cancer	Melanoma	NA	NA	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-1I8hCi	NA	Melanoma	C3224	NA
ACH-000808	HuH28	HUH28	HUH28_BILIARY_TRACT	NA	NA	Female	HSRRB	CVCL_2955	NA	biliary_tract	Primary	Bile Duct Cancer	Cholangiocarcinoma, intrahepatic	37	NA	NA	bile_duct	cholangiocarcinoma	intrahepatic	NA	2D: adherent	NA	NA	PT-jPUQ9m	NA	Intrahepatic cholangiocarcinoma	C35417	NA
ACH-000813	T3M-10	T3M10	T3M10_LUNG	NA	NA	Male	RIKEN	CVCL_8067	NA	lung	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	40	NA	NA	lung	NSCLC	NSCLC_large_cell	NA	NA	NA	NA	PT-4bJRaf	NA	Lung large cell carcinoma	C4450	NA
ACH-000837	NCI-H322	NCIH322	NCIH322_LUNG	NA	NA	Male	ECACC	CVCL_1556	NA	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	52	SIDM00117	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-9eMhTl	NA	Minimally invasive lung adenocarcinoma	C2923	We are not certain that NCI-H322 and NCI-H322M are identical
ACH-000845	NCI-H1373	NCIH1373	NCIH1373_LUNG	NA	NA	Male	ATCC	CVCL_1465	NA	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	56	NA	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-LL5Hxl	NA	Lung adenocarcinoma	C3512	NA
ACH-000850	Hs 698.T	HS698T	HS698T_FIBROBLAST	NA	NA	Male	ATCC	CVCL_0855	NA	soft_tissue	Metastasis	Non-Cancerous	Colorectal	70	NA	NA	fibroblast	fibroblast_colorectal	NA	NA	2D: adherent	NA	NA	PT-Vb9Y0H	NA	Colorectal carcinoma	C2955	NA
ACH-000854	OCI-MY5	OCIMY5	OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	Academic lab	CVCL_E332	NA	haematopoietic_and_lymphoid_tissue	NA	Myeloma	Multiple Myeloma	NA	NA	NA	plasma_cell	multiple_myeloma	NA	NA	NA	NA	NA	PT-y6VHrf	NA	Plasma cell myeloma	C3242	NA
ACH-000870	NCI-H1930	NCIH1930	NCIH1930_LUNG	NA	NA	Male	ATCC	CVCL_1507	NA	lymph_node	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	41	NA	NA	lung	SCLC	NA	NA	2D: mixed adherent and suspension	NA	NA	PT-J3fuZ3	NA	Lung small cell carcinoma	C4917	NA
ACH-000899	WM-88	WM88	WM88_SKIN	NA	NA	Male	Academic lab	CVCL_6805	NA	skin	Metastasis	Skin Cancer	Melanoma	NA	NA	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-j60QIc	NA	Melanoma	C3224	The reported STR profile from Wistar of this cell line was changed at one point between February 2016 when we retrieved them and entered them in the Cellosaurus and May 2018. The major changes were: Amelogenin: X,Y->X
ACH-000904	NCI-H2106	NCIH2106	NCIH2106_LUNG	NA	NA	Male	ATCC	CVCL_1526	NA	lymph_node	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	58	NA	NA	lung	NSCLC	NSCLC_large_cell	NA	NA	NA	NA	PT-lWWpjR	NA	Lung large cell carcinoma	C4450	NA
ACH-000908	SNU-520	SNU520	SNU520_STOMACH	NA	NA	Female	KCLB	CVCL_5072	NA	stomach	Primary	Gastric Cancer	Adenocarcinoma	60	NA	NA	gastric	gastric_adenocarcinoma	NA	NA	2D: suspension	NA	NA	PT-HKGwye	NA	Gastric adenocarcinoma	C4004	NA
ACH-000909	JHUEM-2	JHUEM2	JHUEM2_ENDOMETRIUM	NA	NA	Female	RIKEN	CVCL_4656	NA	endometrium	Primary	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	62	NA	NA	uterus	endometrial_adenocarcinoma	NA	NA	NA	NA	NA	PT-4c7WBs	NA	Endometrial adenocarcinoma	C7359	NA
ACH-000952	MDA PCa 2b	MDAPCA2B	MDAPCA2B_PROSTATE	NA	NA	Male	ATCC	CVCL_4748	NA	bone	Metastasis	Prostate Cancer	Adenocarcinoma	63	NA	NA	prostate	prostate_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-4e8Oiw	NA	Prostate carcinoma	C4863	NA
ACH-001000	NA	1321N1	1321N1_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	ECACC	CVCL_0110	NA	central_nervous_system	NA	Brain Cancer	Astrocytoma	47	NA	NA	central_nervous_system	glioma	astrocytoma	NA	NA	NA	NA	PT-CnIDAz	NA	Astrocytoma	C60781	Contaminated. Grand-parent cell line (U-118MG) has been shown to be a U-138MG derivative.
ACH-001007	A673STAG2KO16	A673STAG2KO16	A673STAG2KO16_ENGINEERED	A673-STAG2-KO-16	NA	Female	Academic lab	NA	NA	soft_tissue	Primary	Bone Cancer	Ewings Sarcoma	15	NA	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	genetically engineered	STAG2 KO	PT-IAac7b	ACH-000052	NA	NA	NA
ACH-001008	A673STAG2KO45	A673STAG2KO45	A673STAG2KO45_ENGINEERED	A673-STAG2-KO-45	NA	Female	Academic lab	NA	NA	soft_tissue	Primary	Bone Cancer	Ewings Sarcoma	15	NA	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	genetically engineered	STAG2 KO	PT-IAac7b	ACH-000052	NA	NA	NA
ACH-001009	A673STAG2NT14	A673STAG2NT14	A673STAG2NT14_ENGINEERED	A673-STAG2-NT-14	NA	Female	Academic lab	NA	NA	soft_tissue	Primary	Bone Cancer	Ewings Sarcoma	15	NA	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	genetically engineered	negative control	PT-IAac7b	ACH-000052	NA	NA	NA
ACH-001010	A673STAG2NT23	A673STAG2NT23	A673STAG2NT23_ENGINEERED	A673-STAG2-NT-23	NA	Female	Academic lab	NA	NA	soft_tissue	Primary	Bone Cancer	Ewings Sarcoma	15	NA	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	genetically engineered	negative control	PT-IAac7b	ACH-000052	NA	NA	NA
ACH-001015	NA	AZ521	AZ521_SMALL_INTESTINE	NA	NA	Male	Sigma-Aldrich	CVCL_2862	NA	small_intestine	Primary	Gastric Cancer	Duodenal Adenocarcinoma	53	NA	This line is a HuTu 80 derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.	gastric	duodenal_adenocarcinoma	NA	NA	NA	NA	NA	PT-AXbbCE	ACH-000538	Duodenal adenocarcinoma	C7889	Contaminated. Shown to be a Hutu 80 derivative (see JCRB web site).
ACH-001017	NA	BGC823	BGC823_STOMACH	NA	NA	Female	NA	CVCL_3360	NA	cervix	Primary	Cervical Cancer	Carcinoma	30	NA	This line is a HeLa derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.	cervix	cervical_carcinoma	blank	blank	NA	NA	NA	PT-c34xau	ACH-001086	Human papillomavirus-related endocervical adenocarcinoma	C27677	Contaminated. Shown to be a HeLa derivative (CCRID; PubMed=26116706; PubMed=28851942). Originally thought to be a gastric adenocarcinoma.
ACH-001018	BJ hTERT	BJHTERT	BJHTERT_FIBROBLAST	NA	NA	Male	Academic lab	CVCL_6573	NA	fibroblast	NA	Non-Cancerous	NA	0	NA	NA	fibroblast	NA	NA	NA	NA	NA	NA	PT-xU6CEy	NA	NA	NA	NA
ACH-001037	CMK-86	CMK86	CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	HSRRB	CVCL_2804	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)	0	NA	NA	blood	AML	NA	NA	2D: suspension	NA	NA	PT-XYdNvp	ACH-000641	Down syndrome	C2993	NA
ACH-001042	COLO-704	COLO704	COLO704_OVARY	NA	NA	Female	DSMZ	CVCL_1994	NA	ascites	Metastasis	Ovarian Cancer	Adenocarcinoma	50	NA	NA	ovary	ovary_adenocarcinoma	NA	NA	2D: suspension	NA	NA	PT-8fO9EH	NA	High grade ovarian serous adenocarcinoma	C105555	According to DSMZ from a 46 year old female and from ascite fluids while archive documents of Moore G.E. indicate a 50 year old female and from a pleural effusion
ACH-001043	NA	COLO775	COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	NA	CVCL_1996	NA	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma, plasmacytoma	61	NA	SNP fingerprinting confirms that this line is a RPMI-8226 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.	plasma_cell	multiple_myeloma	plasmacytoma	NA	NA	NA	NA	PT-pWj35D	ACH-000817	Plasma cell myeloma	C3242	Contaminated. Shown to be a RPMI-8226 derivative (ECACC). Originally thought to originate from the peripheral blood of a 57 year old female patient with chronic myelogenous leukemia.
ACH-001045	NA	COLO849	COLO849_SKIN	NA	NA	Male	DSMZ	CVCL_2002	NA	lymph_node	Metastasis	Skin Cancer	Melanoma	43	NA	NA	skin	melanoma	NA	NA	NA	NA	NA	PT-w6ABKA	NA	Cutaneous melanoma	C3510	NA
ACH-001047	NA	CORL51	CORL51_LUNG	NA	NA	Male	NA	CVCL_2416	NA	pleural_effusion	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	71	NA	NA	lung	SCLC	NA	NA	NA	NA	NA	PT-tvUqrj	NA	Lung small cell carcinoma	C4917	NA
ACH-001052	D384	D384	D384_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Academic lab	CVCL_1157	NA	central_nervous_system	NA	Brain Cancer	Medulloblastoma	1	NA	NA	central_nervous_system	medulloblastoma	med_group_3	MYC_amp	NA	NA	NA	PT-hiWFJs	NA	Medulloblastoma	C3222	NA
ACH-001055	D556	D556	D556_CENTRAL_NERVOUS_SYSTEM	NA	NA	Female	Academic lab	CVCL_1165	NA	central_nervous_system	NA	Brain Cancer	Medulloblastoma	7	NA	NA	central_nervous_system	medulloblastoma	NA	NA	NA	NA	NA	PT-OKPPsO	NA	Medulloblastoma	C3222	NA
ACH-001066	NA	EWS834	EWS834_BONE	NA	NA	NA	NA	CVCL_AW95	NA	bone	NA	Bone Cancer	Ewings Sarcoma	NA	NA	NA	bone	Ewing_sarcoma	NA	NA	NA	NA	NA	PT-9bfdpD	NA	Ewing sarcoma	C4817	NA
ACH-001071	NA	GLC82	GLC82_LUNG	GLC-82	NA	Female	ICLC	CVCL_3371	NA	cervix	Primary	Cervical Cancer	Carcinoma	30	NA	This line is a HeLa derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.	cervix	cervical_carcinoma	NSCLC_adenocarcinoma	NA	NA	NA	NA	PT-c34xau	ACH-001086	Human papillomavirus-related endocervical adenocarcinoma	C27677	Contaminated. Shown to be a HeLa derivative (PubMed=26116706). Originally thought to originate from a 32 year old female patient with a lung adenocarcinoma.
ACH-001078	HCC-1588	HCC1588	HCC1588_LUNG	NA	NA	Female	KCLB	CVCL_A351	NA	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	63	NA	NA	lung	NSCLC	NSCLC_squamous	NA	NA	NA	NA	PT-tdtWAx	NA	Lung squamous cell carcinoma	C3493	NA
ACH-001079	NA	HCC1897	HCC1897_LUNG	NA	NA	Male	Academic lab	CVCL_V578	NA	lung	NA	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	47	NA	NA	lung	NSCLC	NSCLC_squamous	NA	NA	NA	NA	PT-gjIBeG	NA	Lung squamous cell carcinoma	C3493	NA
ACH-001087	HK-2	HK2	HK2_KIDNEY	NA	NA	Male	Academic lab	CVCL_0302	NA	kidney	NA	Non-Cancerous	NA	Adult	NA	NA	kidney	NA	NA	NA	NA	immortalized	NA	PT-RKrVql	NA	NA	NA	NA
ACH-001088	NA	HLC1	HLC1_LUNG	HLC-1	NA	NA	NA	CVCL_5529	NA	pleural_effusion	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	NA	NA	NA	PT-Qd4EkU	NA	Lung adenocarcinoma	C3512	Indicated by Riken to originate from Okabe T. but with no reference provided. Therefore it is not certain that HLC-1 from Riken and HLC-1 originating from Akagi T. and Kimoto T. (PubMed=140093) are identical
ACH-001093	NA	HS604T	HS604T_FIBROBLAST	NA	NA	Male	ATCC	CVCL_0816	NA	lymph_node	NA	Non-Cancerous	Lymphoma	21	NA	NA	fibroblast	fibroblast_lymphocyte	NA	NA	2D: adherent	NA	NA	PT-KjAsFy	NA	Hodgkin lymphoma	C9357	NA
ACH-001097	NA	KARPAS384	KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	Academic lab	CVCL_2541	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell	48	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-Q8gcpV	NA	Primary cutaneous T-cell non-Hodgkin lymphoma	C3467	NA
ACH-001098	KCI-MOH1	KCIMOH1	KCIMOH1_PANCREAS	NA	NA	Female	DSMZ	CVCL_2090	NA	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	64	NA	SNP fingerprinting confirms that this line is a HPAC derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-htpobI	ACH-000270	Pancreatic adenocarcinoma	C8294	Contaminated. Shown to be a HPAC derivative (PubMed=20143388). Originally thought to originate from a 74 year old male patient with a moderately differentiated adenocarcinoma of the head of the pancreas.
ACH-001099	KD	KD	KD_SOFT_TISSUE	NA	NA	Female	Academic lab	CVCL_U757	NA	soft_tissue	NA	Rhabdoid	Malignant Rhabdoid Tumor	0	NA	NA	soft_tissue	malignant_rhabdoid_tumor	NA	NA	NA	NA	NA	PT-FynJTm	NA	Extrarenal rhabdoid tumor	C6586	NA
ACH-001100	NA	KHYG	KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHYG1, KHYG-1	NA	Female	Academic lab	CVCL_2976	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	NA	45	NA	NA	lymphocyte	lymphoma_unspecified	NA	NA	NA	NA	NA	PT-gWewrL	NA	Natural killer cell lymphoblastic leukemia/lymphoma	C82217	NA
ACH-001109	KP-MRT-RY	KPMRTRY	KPMRTRY_SOFT_TISSUE	NA	NA	Male	Academic lab	CVCL_7051	NA	soft_tissue	NA	Rhabdoid	Malignant Rhabdoid Tumor	0	NA	NA	soft_tissue	malignant_rhabdoid_tumor	NA	NA	NA	NA	NA	PT-c4rduD	NA	Rhabdoid tumor of the kidney	C8715	NA
ACH-001122	NA	MKL1	MKL1_SKIN	MKL-1	NA	Male	Academic lab	CVCL_2600	NA	lymph_node	Metastasis	Skin Cancer	Merkel Cell Carcinoma	26	NA	NA	skin	merkel_cell_carcinoma	NA	NA	NA	NA	NA	PT-UdxRuH	NA	Merkel cell carcinoma	C9231	NA
ACH-001123	NA	MKL2	MKL2_SKIN	MKL-2	NA	Male	Academic lab	CVCL_D027	NA	skin	NA	Skin Cancer	Merkel Cell Carcinoma	72	NA	NA	skin	merkel_cell_carcinoma	NA	NA	NA	NA	NA	PT-XXNGhi	NA	Merkel cell carcinoma	C9231	NA
ACH-001130	MOTN-1	MOTN1	MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	DSMZ	CVCL_2127	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell	65	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	2D: suspension	NA	NA	PT-A1W1kN	NA	T-cell large granular lymphocyte leukemia	C4664	NA
ACH-001132	NA	MTA	MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	Academic lab	CVCL_3032	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell	58	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-amL0ty	NA	Natural killer cell lymphoblastic leukemia/lymphoma	C82217	NA
ACH-001134	MYLA	MYLA	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	Academic lab	NA	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell	NA	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-YD7WB8	NA	NA	NA	NA
ACH-001142	NHAHTDD	NHAHTDD	NHAHTDD_PRIMARY	NA	NA	Male	JCRB	CVCL_WS73	NA	central_nervous_system	NA	Non-Cancerous	NA	NA	NA	NA	central_nervous_system	NA	NA	NA	NA	immortalized	NA	PT-8xkIWr	NA	NA	NA	No information is available about this cell line except that it is an immortalized epithelial central nervous system cell line
ACH-001143	NA	NKL	NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	Academic lab	CVCL_0466	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	NA	63	NA	NA	lymphocyte	lymphoma_unspecified	NA	NA	NA	NA	NA	PT-grud9f	NA	Natural killer cell lymphoblastic leukemia/lymphoma	C82217	NA
ACH-001144	NA	OC315	OC315_OVARY	NA	NA	Female	ICLC	CVCL_1617	NA	ovary	NA	Ovarian Cancer	Adenocarcinoma, serous	49	NA	NA	ovary	ovary_adenocarcinoma	serous	NA	NA	NA	NA	PT-bgvLGx	NA	Ovarian serous adenocarcinoma	C7550	Possibly contaminated. May be identical to OC 314 (CVCL_1616) according to STR profiling done at ICLC and to MSI data (PubMed=15677628).
ACH-001146	NA	OCILY10	OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY10	NA	Female	NA	CVCL_8795	NA	lymph_node	NA	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	66	NA	NA	lymphocyte	non_hodgkin_lymphoma	DLBCL	NA	NA	NA	NA	PT-uTwd7n	NA	Diffuse large B-cell lymphoma activated B-cell type	C36081	NA
ACH-001147	NA	OCILY12	OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	Academic lab	CVCL_8796	NA	lymph_node	NA	Lymphoma	T-cell	37	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-rlWyNR	NA	Grade 1 follicular lymphoma	C3465	NA
ACH-001148	OCILY-13	OCILY132	OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	Academic lab	CVCL_8797	NA	bone_marrow	NA	Lymphoma	T-cell	28	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-pngX0a	NA	Diffuse large B-cell lymphoma	C8851	NA
ACH-001150	OUMS-27	OUMS27	OUMS27_BONE	NA	NA	Male	HSRRB	CVCL_3090	NA	bone	Primary	Bone Cancer	Chondrosarcoma	65	NA	NA	bone	chondrosarcoma	NA	NA	NA	NA	NA	PT-5G7P6A	NA	Primary central chondrosarcoma	C7155	NA
ACH-001162	PCM6	PCM6	PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	RIKEN	CVCL_4666	NA	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma	63	NA	NA	plasma_cell	multiple_myeloma	NA	NA	2D: suspension	NA	NA	PT-7JeWYM	NA	Plasma cell myeloma	C3242	NA
ACH-001163	Peds005T Susp	CCLFPEDS0001T	PEDS005TSUSP_KIDNEY	NA	NA	Male	Cancer Cell Line Factory	CVCL_B3PK	NA	kidney	Metastasis	Kidney Cancer	Renal Medullary Carcinoma	Pediatric	NA	Adherent version of CCLFPEDS0001T	kidney	renal_cell_carcinoma	renal_medullary_carcinoma	NA	NA	NA	NA	PT-TDAhcx	NA	Kidney medullary carcinoma	C7572	NA
ACH-001164	CCLF_PEDS_0003_T	CCLFPEDS0003T	CCLFPEDS0003T_SOFT_TISSUE	NA	NA	Male	Cancer Cell Line Factory	CVCL_B3PL	NA	soft_tissue	NA	Sarcoma	Undifferentiated	Pediatric	NA	NA	soft_tissue	undifferentiated_sarcoma	NA	NA	NA	NA	NA	PT-VJQa5v	NA	Undifferentiated pleomorphic sarcoma	C4247	NA
ACH-001170	NA	PETA	PETA_SKIN	NA	NA	Male	Academic lab	CVCL_LC73	NA	skin	NA	Skin Cancer	Merkel Cell Carcinoma	65	NA	NA	skin	merkel_cell_carcinoma	NA	NA	NA	NA	NA	PT-edrO6Y	NA	Merkel cell carcinoma	C9231	NA
ACH-001172	U-251 MG	U251MGDM	U251MGDM_Brain	NA	NA	Male	HSRRB	NA	NA	central_nervous_system	Primary	Brain Cancer	Astrocytoma	75	NA	NA	central_nervous_system	glioma	astrocytoma	NA	NA	NA	NA	PT-88IC1n	NA	NA	NA	NA
ACH-001175	RCC-4	RCC4	RCC4_KIDNEY	NA	NA	NA	Academic lab	CVCL_0498	NA	kidney	NA	Kidney Cancer	Renal Carcinoma, clear cell	NA	NA	NA	kidney	renal_cell_carcinoma	clear_cell	NA	NA	NA	NA	PT-cSAYbR	NA	Clear cell renal cell carcinoma	C4033	NA
ACH-001187	NA	SF8657	SF8657_SKIN	NA	NA	Male	NA	CVCL_K085	NA	skin	NA	Non-Cancerous	NA	63	NA	NA	fibroblast	NA	NA	NA	NA	NA	NA	PT-BrTAIG	NA	NA	NA	NA
